;ID;LOCATION;NUMBER
459;78K5ZC9RJY;QYE547_8J4_5QXMDY;320
460;6ZCIDPFU4W;358Y_H8JB_QSDG;4573
461;SZAQRXJSSH;9ZWB4_ZKZOTH_L205AN;3779
462;KBA3ZWUQJ6;ZCJH_YJ5;3352
463;8ZS4XQCNT6;ZCJH_YJ5;4197
464;R0AJCNBV5Q;MYBRGJ_X3UYP;4149
465;5AAULRYJGJ;9ZWB4_ZKZOTH_L205AN;3236
466;ZVS2GO269P;XVYX_MB_EW3FWK;442
467;1DE37KJVA3;0XXE_RHN;613
468;334AW7J87I;9ZWB4_ZKZOTH_L205AN;2400
469;F8E96ELUY9;QYE547_8J4_5QXMDY;890
470;MOTXZ2IIJ2;GJHXPQ_JT_Q128;1817
471;MQL8Y6FXGR;358Y_H8JB_QSDG;2004
472;TPJ8Q1JMYL;XVYX_MB_EW3FWK;3387
473;7Q0TV5L070;0XXE_RHN;4699
474;KXMM1U18JQ;9ZWB4_ZKZOTH_L205AN;4522
475;N1MQ35LX6F;0XXE_RHN;4726
476;EJW6885FGS;0XXE_RHN;2282
477;199P3Y837D;UC1X4_AKRI3_INQ3Y2;764
478;DJXMKXBQZD;ZCJH_YJ5;4588
479;0Z5IM4P4TW;MYBRGJ_X3UYP;2078
480;67L0OJSOTD;358Y_H8JB_QSDG;4030
481;RJJNE6Z9TV;UC1X4_AKRI3_INQ3Y2;3907
482;N8BH7II6P2;UC1X4_AKRI3_INQ3Y2;54
483;VKVRD1MC92;UC1X4_AKRI3_INQ3Y2;3192
484;BZNN317D9P;GJHXPQ_JT_Q128;1094
485;NVLWY8UFNN;XVYX_MB_EW3FWK;3570
486;NHZ5JQM3TU;ZCJH_YJ5;4984
487;05Q8FL1YH9;7RM2_2XX377_6JI;3698
488;141426RIUZ;7RM2_2XX377_6JI;241
489;O5R08OF9AE;MYBRGJ_X3UYP;156
490;LBWMB6205P;ZCJH_YJ5;1467
491;2QWNPQQLK0;MYBRGJ_X3UYP;4149
492;6U72MQKFV8;XVYX_MB_EW3FWK;4766
493;BKM2S9NA20;QYE547_8J4_5QXMDY;3070
494;R5JG8JHSR6;7RM2_2XX377_6JI;1490
495;YE3BR3T7G0;358Y_H8JB_QSDG;1899
496;RKXWR1PFVD;ZCJH_YJ5;4082
497;KQSZU3ALNL;358Y_H8JB_QSDG;2333
498;LABZ46P7G2;7RM2_2XX377_6JI;975
499;A35VDA6E5T;MYBRGJ_X3UYP;3873
500;H6BFXN64UN;MYBRGJ_X3UYP;3854
501;JU1HT9HR0E;358Y_H8JB_QSDG;4650
502;CYNCP62S4C;GJHXPQ_JT_Q128;3367
503;9U6XHJT5MS;MYBRGJ_X3UYP;3427
504;1GY1MZF0YL;QYE547_8J4_5QXMDY;35
505;JZ2WTKWFIQ;GJHXPQ_JT_Q128;470
506;EJWG16NJRR;UC1X4_AKRI3_INQ3Y2;2694
507;P5Q8BMOO4U;GJHXPQ_JT_Q128;2971
508;PH046EVL20;MYBRGJ_X3UYP;3366
509;CVT2YPHY6Q;UC1X4_AKRI3_INQ3Y2;40
510;Y3UEHOZ1WJ;7RM2_2XX377_6JI;4587
511;OQ811439OO;358Y_H8JB_QSDG;4771
512;DWJTBMNE5U;QYE547_8J4_5QXMDY;577
513;ZGQFDPRVQ9;XVYX_MB_EW3FWK;3486
514;ARPVR6BG4A;7RM2_2XX377_6JI;3221
515;0C9RPH37DY;7RM2_2XX377_6JI;1252
516;KHGRGT4A91;UC1X4_AKRI3_INQ3Y2;1846
517;4ZHVKZY8N8;MYBRGJ_X3UYP;418
518;QQZN30XVIP;ZCJH_YJ5;2223
519;WE4PY24K0I;UC1X4_AKRI3_INQ3Y2;2893
520;S75JPRNBG1;ZCJH_YJ5;3396
521;SGU0USGQYI;MYBRGJ_X3UYP;618
522;WV3CRDGJM9;ZCJH_YJ5;1356
523;5TC3X8XIWD;ZCJH_YJ5;376
524;ZNDVCFUQZ4;9ZWB4_ZKZOTH_L205AN;4675
525;CXFZIL024M;9ZWB4_ZKZOTH_L205AN;2325
526;17X57H135Y;MYBRGJ_X3UYP;3480
527;LORFKXXOVF;UC1X4_AKRI3_INQ3Y2;2874
528;GMASPC9W0P;7RM2_2XX377_6JI;3931
529;8B1KCDCM4W;XVYX_MB_EW3FWK;3574
530;0V74T8QAOO;358Y_H8JB_QSDG;4537
531;LUT8TKFXT1;XVYX_MB_EW3FWK;4574
532;FYL2PAVD0P;358Y_H8JB_QSDG;3049
533;RFSIYOJEWG;UC1X4_AKRI3_INQ3Y2;2652
534;HH3HS21GIF;358Y_H8JB_QSDG;2551
535;EXWPEZBHTN;9ZWB4_ZKZOTH_L205AN;664
536;TUTB99CHSY;358Y_H8JB_QSDG;4118
537;CQ7KMH5K7O;ZCJH_YJ5;846
538;9H7OKKMS1C;GJHXPQ_JT_Q128;2417
539;K2UDVNPPHK;XVYX_MB_EW3FWK;1786
540;8UM244LQWE;0XXE_RHN;1435
541;SMK3BCBR4Q;0XXE_RHN;1096
542;P5AAL3WPT1;XVYX_MB_EW3FWK;3062
543;ABV5YB3TN5;QYE547_8J4_5QXMDY;1301
544;B6FRETN0X7;0XXE_RHN;589
545;UYRLH86XYC;7RM2_2XX377_6JI;2572
546;JNKXY8E08I;9ZWB4_ZKZOTH_L205AN;4755
547;R9L9ZE4IY6;0XXE_RHN;1031
548;YWJ47A3E4J;XVYX_MB_EW3FWK;1417
549;RSAB9MH0WY;UC1X4_AKRI3_INQ3Y2;2050
550;O8I9IN4MSM;7RM2_2XX377_6JI;1534
551;474KQFUGTV;QYE547_8J4_5QXMDY;2745
552;M47JN4UXC6;QYE547_8J4_5QXMDY;3204
553;G8S2HDJDUV;UC1X4_AKRI3_INQ3Y2;1186
554;NA9D4ZDZ4U;ZCJH_YJ5;4836
555;8LTREVURAI;GJHXPQ_JT_Q128;3093
556;XJQI53086Q;QYE547_8J4_5QXMDY;1115
557;PB3JDT3JDH;0XXE_RHN;1812
558;CBAVD1P3I8;7RM2_2XX377_6JI;548
559;P044O1R5M8;UC1X4_AKRI3_INQ3Y2;412
560;EMUE1I08GD;XVYX_MB_EW3FWK;4339
561;JJG92DE5BI;7RM2_2XX377_6JI;2900
562;271FIBVQHN;MYBRGJ_X3UYP;4080
563;6PIPJVCW1B;MYBRGJ_X3UYP;772
564;RX94VTLPR9;9ZWB4_ZKZOTH_L205AN;3346
565;FHZZYRUE7O;7RM2_2XX377_6JI;2746
566;QOEPUVT8DI;0XXE_RHN;1089
567;802VLTQXYL;XVYX_MB_EW3FWK;2272
568;B0OH2H4B2O;0XXE_RHN;1715
569;XX3ZAMOQMI;358Y_H8JB_QSDG;2371
570;BDK43VD8WI;358Y_H8JB_QSDG;1708
571;14N2MJ118J;7RM2_2XX377_6JI;365
572;SOX3QFXGAP;7RM2_2XX377_6JI;4292
573;GSBGM6HQE7;GJHXPQ_JT_Q128;2287
574;Z4QFVHZS6R;9ZWB4_ZKZOTH_L205AN;473
575;O0LEXHC30V;UC1X4_AKRI3_INQ3Y2;1642
576;40LIA1OQXG;9ZWB4_ZKZOTH_L205AN;1327
577;2N9WT2665P;9ZWB4_ZKZOTH_L205AN;2675
578;UG7H6EYJL7;0XXE_RHN;1234
579;LSAA3E7FL1;GJHXPQ_JT_Q128;236
580;QJTE21Z4UX;9ZWB4_ZKZOTH_L205AN;116
581;QC4NWVVTZJ;MYBRGJ_X3UYP;1255
582;0UDBS30L7C;ZCJH_YJ5;3891
583;FXF7F6S89X;GJHXPQ_JT_Q128;3075
584;HYJMANY9UA;358Y_H8JB_QSDG;1081
585;J7LE4VJCKM;0XXE_RHN;2914
586;9X7UUZ7A18;ZCJH_YJ5;4419
587;JNNWU8RMWJ;XVYX_MB_EW3FWK;126
588;NAQBRYLM4S;GJHXPQ_JT_Q128;3596
589;H461220FS7;9ZWB4_ZKZOTH_L205AN;3640
590;5XC4W4Z4ML;QYE547_8J4_5QXMDY;4203
591;EJC5OFAQZT;358Y_H8JB_QSDG;223
592;WD4KS5H6GH;XVYX_MB_EW3FWK;2431
593;OC33RWECDK;9ZWB4_ZKZOTH_L205AN;259
594;LIX3XX52UX;MYBRGJ_X3UYP;3702
595;K19CYW69FS;MYBRGJ_X3UYP;54
596;6W1YJYOQPA;MYBRGJ_X3UYP;1836
597;DHTLLFJTLT;UC1X4_AKRI3_INQ3Y2;2512
598;CYFTY4XCZN;358Y_H8JB_QSDG;4258
599;JSYGXHLWRX;UC1X4_AKRI3_INQ3Y2;1381
600;1201WQ2QGK;UC1X4_AKRI3_INQ3Y2;4571
601;YMNLTT4KX5;UC1X4_AKRI3_INQ3Y2;4695
602;CCBZG1A1ID;7RM2_2XX377_6JI;1856
603;V8IOLJXGW4;0XXE_RHN;2744
604;2YPI22JV9O;7RM2_2XX377_6JI;3958
605;J3CCRFTH15;MYBRGJ_X3UYP;1353
606;JKWR08NIZN;XVYX_MB_EW3FWK;3217
607;6D76T9CF5P;XVYX_MB_EW3FWK;195
608;7FY854I2WT;UC1X4_AKRI3_INQ3Y2;3218
609;X8DU59EEF0;358Y_H8JB_QSDG;488
610;4WP7J7429O;GJHXPQ_JT_Q128;2238
611;36TEWZ000G;MYBRGJ_X3UYP;1301
612;8S2X2385WU;QYE547_8J4_5QXMDY;545
613;DABYRL4JI0;0XXE_RHN;940
614;I3QKW04KRP;358Y_H8JB_QSDG;2933
615;126YHNB1IW;MYBRGJ_X3UYP;1253
616;RKMSQM5319;358Y_H8JB_QSDG;2470
617;Z5ADHXE24T;358Y_H8JB_QSDG;3366
618;AVYN9W44E9;MYBRGJ_X3UYP;2613
619;4XRNWE8ILW;0XXE_RHN;72
620;KNBKG4WBSJ;XVYX_MB_EW3FWK;239
621;M7XQ1ZWODZ;QYE547_8J4_5QXMDY;1817
622;9QU5ZTV1UT;UC1X4_AKRI3_INQ3Y2;3470
623;WHU62A76UU;XVYX_MB_EW3FWK;2557
624;0GGUPNVQ31;9ZWB4_ZKZOTH_L205AN;4307
625;A19UYH8KMZ;GJHXPQ_JT_Q128;2492
626;64E46HUZO7;358Y_H8JB_QSDG;1477
627;GUTJGQH6D4;UC1X4_AKRI3_INQ3Y2;3409
628;14XGL9D0XW;GJHXPQ_JT_Q128;3932
629;1OZDEW5ITV;MYBRGJ_X3UYP;2642
630;7E7PK6MBOZ;9ZWB4_ZKZOTH_L205AN;854
631;4OKTQTAB7P;XVYX_MB_EW3FWK;3855
632;P3D8U8JXRI;UC1X4_AKRI3_INQ3Y2;2180
633;FKPDR66KWA;MYBRGJ_X3UYP;1742
634;0EIJ8RQBJU;XVYX_MB_EW3FWK;933
635;BUC30NF3VM;0XXE_RHN;2807
636;4K5JXEH8EL;UC1X4_AKRI3_INQ3Y2;705
637;WF9B23Q6HP;9ZWB4_ZKZOTH_L205AN;4687
638;JVZ3G1WEFP;358Y_H8JB_QSDG;937
639;3O19LKFD1K;7RM2_2XX377_6JI;425
640;PKHITF326N;ZCJH_YJ5;4257
641;W70FISEEN9;MYBRGJ_X3UYP;1600
642;ST2VQ49SCN;0XXE_RHN;3078
643;BM4GK80RUY;9ZWB4_ZKZOTH_L205AN;2831
644;O5IPIKP347;XVYX_MB_EW3FWK;2125
645;J74B0O9CKM;7RM2_2XX377_6JI;2080
646;9QEWIX580N;UC1X4_AKRI3_INQ3Y2;1276
647;WOPKGE4LWK;QYE547_8J4_5QXMDY;3839
648;4VSFT7KB6F;0XXE_RHN;1463
649;Q94OASM3XN;9ZWB4_ZKZOTH_L205AN;423
650;1WMUEJD6EI;MYBRGJ_X3UYP;936
651;8Q6U34FE8X;9ZWB4_ZKZOTH_L205AN;2724
652;EB4KWEEWJQ;UC1X4_AKRI3_INQ3Y2;1017
653;D0UUY92CZ0;GJHXPQ_JT_Q128;139
654;R9IGX4CZF1;7RM2_2XX377_6JI;2187
655;1P5A9GJXTV;0XXE_RHN;73
656;8U6BOZU46E;9ZWB4_ZKZOTH_L205AN;3809
657;UCH25OHXQK;358Y_H8JB_QSDG;1368
658;COBCZ3T88F;0XXE_RHN;666
659;40R57OGX71;9ZWB4_ZKZOTH_L205AN;1087
660;1IEOA8O75X;MYBRGJ_X3UYP;3643
661;WYNL9149SK;ZCJH_YJ5;661
662;FRXLCZK7AX;QYE547_8J4_5QXMDY;4970
663;JBYJ18LTKA;ZCJH_YJ5;51
664;X64WFEZEUM;UC1X4_AKRI3_INQ3Y2;4475
665;QJENPCJY4K;358Y_H8JB_QSDG;1494
666;6JU1EP9Q6E;UC1X4_AKRI3_INQ3Y2;3983
667;Q8N72LW4LA;QYE547_8J4_5QXMDY;868
668;11LFOOCVCH;7RM2_2XX377_6JI;337
669;KN2MNTAEIJ;GJHXPQ_JT_Q128;541
670;35YGZZE6EF;7RM2_2XX377_6JI;2856
671;XUO2GKFM56;QYE547_8J4_5QXMDY;528
672;12UZK83L80;358Y_H8JB_QSDG;1079
673;UXKT913D0U;QYE547_8J4_5QXMDY;2304
674;NPS40Y4C51;QYE547_8J4_5QXMDY;1280
675;Y6XOQ7HKSL;ZCJH_YJ5;3240
676;GYXNOD5PP1;GJHXPQ_JT_Q128;1637
677;C8I1LMTHK3;9ZWB4_ZKZOTH_L205AN;1844
678;FSTEZMC0EJ;7RM2_2XX377_6JI;128
679;CUPNAQ1MQH;QYE547_8J4_5QXMDY;4608
680;EC5UND52QR;0XXE_RHN;1484
681;N1ZZ93HFZ9;ZCJH_YJ5;209
682;47GGO65V52;9ZWB4_ZKZOTH_L205AN;1086
683;OEPZ6BU7YO;MYBRGJ_X3UYP;4640
684;JLOPOVXX6F;QYE547_8J4_5QXMDY;1140
685;M3H0T563QX;9ZWB4_ZKZOTH_L205AN;2245
686;NZH45PGEEJ;9ZWB4_ZKZOTH_L205AN;4037
687;L8XFNNMQFL;9ZWB4_ZKZOTH_L205AN;3114
688;M5HRIP030V;UC1X4_AKRI3_INQ3Y2;1930
689;FAKD40WDXB;QYE547_8J4_5QXMDY;1422
690;6N5Y94PJVE;XVYX_MB_EW3FWK;4874
691;Q6UDWA6CGD;0XXE_RHN;3043
692;4PCH6XLVME;0XXE_RHN;4603
693;P03O9JQ7IB;XVYX_MB_EW3FWK;738
694;1QZQE0FB77;MYBRGJ_X3UYP;463
695;SPYT2RURIX;XVYX_MB_EW3FWK;698
696;E95G59PKA5;MYBRGJ_X3UYP;495
697;PSVXHIA7D4;7RM2_2XX377_6JI;2582
698;TBBOV7EWCK;UC1X4_AKRI3_INQ3Y2;2114
699;6H9PFZW49Q;QYE547_8J4_5QXMDY;568
700;0V4YB2NT4O;358Y_H8JB_QSDG;1211
701;CU9J5IJXOQ;MYBRGJ_X3UYP;4542
702;T4Q4F1TDAT;MYBRGJ_X3UYP;1847
703;XFGZI7LA5O;UC1X4_AKRI3_INQ3Y2;1470
704;J2K9QUGRVX;MYBRGJ_X3UYP;2323
705;VC9DQNX05F;9ZWB4_ZKZOTH_L205AN;4898
706;SJ3STVHVG7;MYBRGJ_X3UYP;222
707;JPWTR6KSG4;7RM2_2XX377_6JI;1451
708;EXEBWQHQJV;GJHXPQ_JT_Q128;3263
709;ANDUUM4797;MYBRGJ_X3UYP;1152
710;YBPTE626E8;ZCJH_YJ5;4655
711;NQLIWWX77O;MYBRGJ_X3UYP;1917
712;8SONWGDD5N;7RM2_2XX377_6JI;2169
713;GGIS5K28DT;MYBRGJ_X3UYP;4164
714;QN5JH8DV3Z;XVYX_MB_EW3FWK;2544
715;CK3G2LJ96Q;GJHXPQ_JT_Q128;2373
716;7OXQC0KJDD;XVYX_MB_EW3FWK;2004
717;WR165U7N4R;358Y_H8JB_QSDG;4090
718;JKWUL29UBT;ZCJH_YJ5;4969
719;FOEVK5K3CC;XVYX_MB_EW3FWK;147
720;J9RA75B956;0XXE_RHN;2406
721;4M7SVB27LO;ZCJH_YJ5;2600
722;SLWJYQYANN;XVYX_MB_EW3FWK;959
723;C929VC6018;7RM2_2XX377_6JI;609
724;YEAF6ATSM2;0XXE_RHN;4648
725;A47AYHQQR5;358Y_H8JB_QSDG;1563
726;JF6JNOYIR5;XVYX_MB_EW3FWK;1013
727;BTDLI2UV3O;MYBRGJ_X3UYP;3814
728;6L16U2AKI1;MYBRGJ_X3UYP;3768
729;O5C62MIGD2;UC1X4_AKRI3_INQ3Y2;2255
730;DITZVNH58W;ZCJH_YJ5;2401
731;X0GE0HJBJS;XVYX_MB_EW3FWK;4768
732;LPS54GUO24;9ZWB4_ZKZOTH_L205AN;4868
733;YD6VW8ELM1;MYBRGJ_X3UYP;3370
734;O4LSN3QMSZ;MYBRGJ_X3UYP;2638
735;TRROPXHLET;0XXE_RHN;1636
736;D3WJPBF1BG;QYE547_8J4_5QXMDY;4237
737;K3YQVPKPM0;QYE547_8J4_5QXMDY;365
738;HHBYLYEA05;0XXE_RHN;3309
739;F5UR3AQY03;XVYX_MB_EW3FWK;4116
740;3BTEDGCSTU;358Y_H8JB_QSDG;3619
741;45R89OHXR3;XVYX_MB_EW3FWK;2350
742;73YII0HZXR;358Y_H8JB_QSDG;3288
743;PJ7VYR1K7W;GJHXPQ_JT_Q128;275
744;W3SG51AKPU;UC1X4_AKRI3_INQ3Y2;278
745;O4IN7SHPV1;GJHXPQ_JT_Q128;185
746;MWHE2XG4AT;XVYX_MB_EW3FWK;3486
747;ZLMYU09WUB;XVYX_MB_EW3FWK;1759
748;X2W6ZVIZV9;UC1X4_AKRI3_INQ3Y2;2873
749;JBI5N3CVUT;XVYX_MB_EW3FWK;3035
750;G00BX7OZL9;9ZWB4_ZKZOTH_L205AN;4404
751;810HBMQPZ2;9ZWB4_ZKZOTH_L205AN;4071
752;ORG01PDOH6;MYBRGJ_X3UYP;2635
753;J4Y3PBAL05;ZCJH_YJ5;840
754;9N1GN2ZHJD;GJHXPQ_JT_Q128;561
755;FOJGS5GFEE;MYBRGJ_X3UYP;1139
756;WD4E2YAPQL;9ZWB4_ZKZOTH_L205AN;978
757;IN72OQLNWF;GJHXPQ_JT_Q128;1397
758;5JPFKJFEV2;QYE547_8J4_5QXMDY;4258
759;47KC5UVUPF;358Y_H8JB_QSDG;874
760;LY6TWG3D14;MYBRGJ_X3UYP;1880
761;B9YWD0SH27;ZCJH_YJ5;1601
762;DM0GOOBYEE;ZCJH_YJ5;2867
763;3Y1VP0PI9S;MYBRGJ_X3UYP;1943
764;32JY46T1K8;358Y_H8JB_QSDG;1229
765;NV6VIKVCPA;0XXE_RHN;1127
766;RWKG3NFMAQ;0XXE_RHN;2164
767;H0U5Y9X2W9;XVYX_MB_EW3FWK;86
768;UVDWLNZDSH;7RM2_2XX377_6JI;4575
769;29P7KFTG17;ZCJH_YJ5;2136
770;YB8ZDVW9YO;7RM2_2XX377_6JI;2212
771;Y8VY6AXC52;UC1X4_AKRI3_INQ3Y2;4446
772;0ATNCZ284G;358Y_H8JB_QSDG;1687
773;32QY9X52QL;7RM2_2XX377_6JI;3288
774;EAEQS5PR2Q;GJHXPQ_JT_Q128;796
775;0Y28GVBXGE;9ZWB4_ZKZOTH_L205AN;2260
776;K9V0HKKDJS;XVYX_MB_EW3FWK;510
777;9LA16BMLD1;GJHXPQ_JT_Q128;4380
778;2Y67BMA0SJ;XVYX_MB_EW3FWK;1076
779;AMF58L2J91;9ZWB4_ZKZOTH_L205AN;2061
780;JQX557LAW4;ZCJH_YJ5;4290
781;QI0NGUODHB;7RM2_2XX377_6JI;665
782;88SW5FXEFD;0XXE_RHN;4350
783;QYIUAUDQ2N;358Y_H8JB_QSDG;416
784;EEQKMUGLV3;GJHXPQ_JT_Q128;3360
785;DLHCM3R003;7RM2_2XX377_6JI;264
786;Y1VT53OZI4;ZCJH_YJ5;2849
787;X0FTPAGTV7;MYBRGJ_X3UYP;622
788;Z80SQTWJJS;7RM2_2XX377_6JI;4694
789;3GC52J3IES;XVYX_MB_EW3FWK;756
790;YXUFK5KIQ6;XVYX_MB_EW3FWK;589
791;MW7B4FXLS4;XVYX_MB_EW3FWK;4479
792;HSZV3W7J1Y;GJHXPQ_JT_Q128;2227
793;SF14NWXOJA;UC1X4_AKRI3_INQ3Y2;4521
794;OMLFYRNFDI;ZCJH_YJ5;2961
795;NYW605TK79;0XXE_RHN;444
796;2GQZ8TZYGZ;MYBRGJ_X3UYP;658
797;4AUMLQ1WZE;GJHXPQ_JT_Q128;463
798;496AD80878;XVYX_MB_EW3FWK;3542
799;J685HIOP75;7RM2_2XX377_6JI;1088
800;6ZWK6HH09H;7RM2_2XX377_6JI;4528
801;XBHEN7H5AO;0XXE_RHN;1636
802;W0PSPJWRVF;QYE547_8J4_5QXMDY;256
803;RP5XPAAAX2;358Y_H8JB_QSDG;586
804;K9Z4A2RIR0;0XXE_RHN;3240
805;5KBI7F8QAB;MYBRGJ_X3UYP;4412
806;YP8SK8QY73;9ZWB4_ZKZOTH_L205AN;1956
807;BBVATKIAZP;MYBRGJ_X3UYP;377
808;7DZH5DNQOZ;0XXE_RHN;683
809;SDHFPJOMNJ;0XXE_RHN;1434
810;FLW0OLSB55;UC1X4_AKRI3_INQ3Y2;1143
811;R7057BMHXJ;9ZWB4_ZKZOTH_L205AN;1752
812;8NV8AQN5FM;9ZWB4_ZKZOTH_L205AN;4115
813;WWHF6TYKUB;7RM2_2XX377_6JI;1851
814;JLRCE0NIR8;UC1X4_AKRI3_INQ3Y2;2032
815;1T10679UWP;XVYX_MB_EW3FWK;4138
816;JZHQZ3X087;358Y_H8JB_QSDG;4647
817;0DGX1ODWUO;7RM2_2XX377_6JI;3806
818;BR35R33JEI;358Y_H8JB_QSDG;643
819;2SZJD24VZH;358Y_H8JB_QSDG;941
820;NDSWLNOSF2;GJHXPQ_JT_Q128;2735
821;C914A1U31R;358Y_H8JB_QSDG;383
822;0AEWIB2CJF;GJHXPQ_JT_Q128;883
823;NVQ789WXS4;XVYX_MB_EW3FWK;2379
824;3IVXKLB2VZ;GJHXPQ_JT_Q128;4425
825;MCNKXWZK34;7RM2_2XX377_6JI;1796
826;Z0H8HUIC7Q;ZCJH_YJ5;1919
827;UK04AUVZT1;358Y_H8JB_QSDG;2061
828;XBCHJAWNPK;GJHXPQ_JT_Q128;4658
829;4SSC2WL9PE;QYE547_8J4_5QXMDY;1436
830;W7U2M4KCUO;9ZWB4_ZKZOTH_L205AN;4832
831;KDGBOIUFOW;7RM2_2XX377_6JI;493
832;DXQF3KR1NM;XVYX_MB_EW3FWK;3296
833;EAP7LPS0EG;UC1X4_AKRI3_INQ3Y2;2459
834;H8Y0SDSVST;7RM2_2XX377_6JI;4388
835;A1QIC07K3O;9ZWB4_ZKZOTH_L205AN;1540
836;4SROTQIJTH;GJHXPQ_JT_Q128;2706
837;SZVQEUXRBS;9ZWB4_ZKZOTH_L205AN;2202
838;OK9N4GK1IF;XVYX_MB_EW3FWK;789
839;45VB50G28L;9ZWB4_ZKZOTH_L205AN;708
840;VYE7SG09Q4;MYBRGJ_X3UYP;5
841;5CJ2EGC874;7RM2_2XX377_6JI;3890
842;5J8W262XQH;UC1X4_AKRI3_INQ3Y2;4486
843;8V7W344AVW;UC1X4_AKRI3_INQ3Y2;4335
844;J12Y0DJEG1;0XXE_RHN;3429
845;EZCX6P6IG5;358Y_H8JB_QSDG;4452
846;MQ56J856HM;XVYX_MB_EW3FWK;4743
847;Q95YHBAIL0;9ZWB4_ZKZOTH_L205AN;3980
848;HUFO5OXLHP;9ZWB4_ZKZOTH_L205AN;1002
849;IA8C1JE0Y7;GJHXPQ_JT_Q128;2200
850;75PYS5Q037;QYE547_8J4_5QXMDY;2039
851;X8PJO2K6G1;ZCJH_YJ5;1247
852;VTXGWNU38R;7RM2_2XX377_6JI;3372
853;8DNOO1KM2F;7RM2_2XX377_6JI;1074
854;JAJ4W88RGL;GJHXPQ_JT_Q128;402
855;E8CWG1ELW3;ZCJH_YJ5;3024
856;EYFCT3S41U;XVYX_MB_EW3FWK;2651
857;JSZ3KIJK97;QYE547_8J4_5QXMDY;821
858;NWH0I2O8P0;7RM2_2XX377_6JI;2843
859;2DZ6BJLUMO;XVYX_MB_EW3FWK;2780
860;V3PR0IOI2Z;GJHXPQ_JT_Q128;871
861;6YAMORB7O6;UC1X4_AKRI3_INQ3Y2;1116
862;Q3IXBF4KIY;9ZWB4_ZKZOTH_L205AN;4152
863;233C908COV;0XXE_RHN;3258
864;R37RPDYB1O;XVYX_MB_EW3FWK;4470
865;5GHKZ3LJOT;MYBRGJ_X3UYP;800
866;JVOWE8M6YE;MYBRGJ_X3UYP;4518
867;YP7FKLOLT0;358Y_H8JB_QSDG;2356
868;064FHZ1YK8;7RM2_2XX377_6JI;1618
869;WXMNH0DVWM;0XXE_RHN;3533
870;L054284DAG;UC1X4_AKRI3_INQ3Y2;2231
871;USLAK6NJB3;358Y_H8JB_QSDG;1501
872;6T1LWOGHLF;XVYX_MB_EW3FWK;1323
873;M983E1VI7I;9ZWB4_ZKZOTH_L205AN;252
874;PHGR2MGVX8;7RM2_2XX377_6JI;1692
875;FEOIXV2GD2;QYE547_8J4_5QXMDY;702
876;WAK7WT8L7P;0XXE_RHN;4102
877;CAPLPU58I3;9ZWB4_ZKZOTH_L205AN;1945
878;GCUNP7XHCP;7RM2_2XX377_6JI;2196
879;XRY1JQON4W;0XXE_RHN;1860
880;42LO6OJYYG;ZCJH_YJ5;391
881;Z8JRG7ZWDH;MYBRGJ_X3UYP;2850
882;KP6S2BRZDH;0XXE_RHN;1064
883;FO2I1WI2KB;358Y_H8JB_QSDG;4080
884;I26C1ZNU1D;XVYX_MB_EW3FWK;3581
885;7TA8PJHHDS;ZCJH_YJ5;759
886;2IYSUJH00O;358Y_H8JB_QSDG;2845
887;LRK6UJAQY2;9ZWB4_ZKZOTH_L205AN;4685
888;NA8G3ERBUA;7RM2_2XX377_6JI;1603
889;TSU5LAHCHZ;GJHXPQ_JT_Q128;2597
890;ZTVM3JI9B5;UC1X4_AKRI3_INQ3Y2;214
891;IOHNUWYG61;GJHXPQ_JT_Q128;133
892;QHBSVO2K3S;0XXE_RHN;295
893;PB2W288P5M;0XXE_RHN;3436
894;F81U20KLWD;358Y_H8JB_QSDG;24
895;5WM09NU82A;ZCJH_YJ5;2737
896;U7BM7UI5LU;9ZWB4_ZKZOTH_L205AN;4400
897;AABV2P7F74;9ZWB4_ZKZOTH_L205AN;4697
898;DZN3BQMA2E;XVYX_MB_EW3FWK;3342
899;ZWSK5P0EUE;7RM2_2XX377_6JI;3323
900;ZJGUYXHVTV;9ZWB4_ZKZOTH_L205AN;2415
901;2CG927WZC3;XVYX_MB_EW3FWK;1186
902;A9RMOIRWIX;9ZWB4_ZKZOTH_L205AN;3914
903;5NHAFTZHEW;7RM2_2XX377_6JI;363
904;PDXPKZMMP9;MYBRGJ_X3UYP;1720
905;N9IR255MGQ;XVYX_MB_EW3FWK;2422
906;TZUO733NFW;QYE547_8J4_5QXMDY;4117
907;U2E1RA671J;UC1X4_AKRI3_INQ3Y2;1926
908;HJ4ESPAEP3;ZCJH_YJ5;190
909;UBU3G477OD;QYE547_8J4_5QXMDY;893
910;SFGHYQJ4FP;UC1X4_AKRI3_INQ3Y2;3220
911;N7P199S3UH;0XXE_RHN;3326
912;QCAB154T97;ZCJH_YJ5;1948
913;M964QPTLUV;GJHXPQ_JT_Q128;1575
914;ECDFJFIN88;9ZWB4_ZKZOTH_L205AN;1567
915;VPR1FWCYB2;GJHXPQ_JT_Q128;2800
916;LW0UDPS82A;MYBRGJ_X3UYP;3676
917;I8V4M8JGEU;358Y_H8JB_QSDG;3075
918;PXV4UQG7CU;MYBRGJ_X3UYP;3646
919;IDIYDGIRJ4;XVYX_MB_EW3FWK;4084
920;W3PYZO5787;7RM2_2XX377_6JI;3916
921;HXOSSCF2JO;MYBRGJ_X3UYP;2556
